id,category,question,answer,url,keywords
Q137,十、交換、海外學習,可以延畢然後出國交換嗎？,可以。大四學生如欲赴外交換，交換期間必須仍具有世新大學正式學籍，並符合所屬系所認定的延畢資格。錄取後須另繳「赴外交換生延畢聲明書」，並於交換學期完成註冊及繳交本校全額學雜費。若已達畢業標準、畢業或休學，則無法以交換學生身分赴外。,,十、交換、海外學習 待分派
Q138,十、交換、海外學習,大四如果符合畢業資格，延一時還能出國去交換嗎？,不可以。赴外交換期間須具有正式學籍，且尚未達畢業資格。大四學生如尚有畢業學分或畢業門檻未完成，可經系所確認符合延畢資格後赴外交換；若已達畢業標準，即使選擇延後畢業，也無法以交換學生身分赴外。,,十、交換、海外學習 待分派
Q139,十、交換、海外學習,出國發表/參加比賽學校有補助嗎？,有。學校提供本校在學學生以學校名義出國參加國際競賽或展演之補助，主要補助經濟艙往返機票費用。若主辦單位或校外單位有提供相關補助，須先向校外單位申請，未獲補助後，才可申請校內補助。申請時須檢附競賽／活動相關資料，例如正式邀請函、競賽辦法、報名資料、賽程、入選證明及相關補助申請文件等，並於競賽或活動舉行至少1個月前向所屬系所提出申請，由系所及學院初審後，送國際暨兩岸事務處複審。,,十、交換、海外學習 待分派 世新大學學生出國參加國際競賽或展演補助作業要點
Q140,十一、新生成長常見問題,新生選課怎麼選？什麼時候可以開始選課？,"新生選課請參閱教務處網頁【學生專區】:如何登入選課系統進行選課。
每學期選課時程，請參閱教務處網頁當學期【註冊選課手冊】或參閱【學生專區】:選課時程。",,十一、新生成長常見問題 教務處 待分派 註冊、選課手冊：https://oaa.web.shu.edu.tw/%e8%a8%bb%e5%86%8a%e8%aa%b2%e5%8b%99/%e8%aa%b2%e5%8b%99%e6%a5%ad%e5%8b%99%e5%85%ac%e5%91%8a/%e8%a8%bb%e5%86%8a%e9%81%b8%e8%aa%b2%e6%89%8b%e5%86%8a
Q141,十一、新生成長常見問題,學號、信箱如何啟用？,"使用學號首次登入「世新山洞口」系統：
若是首次啟用，登入帳號皆為完整學號（含英數字，開頭英文字母為小寫），預設密碼依身分別不同：
（一）一般生
預設密碼為：出生月日4碼＋小寫身分證字號
例如：出生月日為01月02日、身分證字號為A123456789，密碼預設值為「0102a123456789」
（二）境外生（僑生、港澳生、外國學生及陸生）與T字開頭學號學生（校際生、優久生）
預設密碼為：出生月日4碼＋完整學號（含英數字，開頭英文字母為小寫）
例如：出生月日為01月02日、學號為T102019999，密碼預設值為「0102t102019999」

登入後可從山洞口連結電子郵件信箱→山洞口 > 「WebMail(mail.shu.edu.tw)」
*此信箱由學校與 Google 合作。
* 學 生：學號@mail.shu.edu.tw 
*使用方式，請登入山洞口系統啟用及後續使用",https://cc.web.shu.edu.tw/email/,十一、新生成長常見問題 教務處 待分派
Q143,十一、新生成長常見問題,導師是誰？,系秘可至導生(守護神)系統 ➔ 導師管理系統 ➔ 新增/刪除導師資料查詢班級導師或至導生(守護神)系統 ➔ 基本資料查詢導生一對一名單。,,十一、新生成長常見問題 待分派
Q145,十一、新生成長常見問題,怎麼註冊繳費？,"依學則第12條（大學部）／第59條（研究所），學生應於每學期始業前依規定期限繳納各項費用，繳交學雜各費即視同完成註冊。因故未於繳費截止日前繳費者，應具函申請延緩註冊，延緩最長以二週為限；延緩二週仍未繳費又未辦理休學手續者，即令退學。

依狀況，可以這樣處理註冊費用：
1. 我要自己全額繳費
請自行下載繳款單，並依需求選擇下列任一方式繳費：
臨櫃繳款：逕向元大銀行及郵局各分行繳納
ATM轉帳繳款：手續費約15元（轉帳帳號應為「9」開頭之16碼數字，請特別留意，以防詐騙）
信用卡語音／網路繳款：免手續費（學校代碼：8814602226，轉入帳號同繳款單之「金融卡轉帳帳號」；信用卡語音電話：02-2760-8818）
便利商店繳費：持繳費單至OK、全家、統一或萊爾富繳納，需自行負擔手續費，繳款金額限8萬元以下

2. 我需要辦理就學貸款
請詳閱「就學貸款須知」，並依規定流程申請。若之後想撤銷貸款，須先至學務處生輔組辦理撤銷，再重新列印繳款單。

3. 我符合學雜費減免資格
請詳閱「辦理教育部就學優待減免說明」，依規定申請減免後，再繳納剩餘款項。",,"十一、新生成長常見問題 教務處 待分派 世新大學繳費資訊

https://osa.web.shu.edu.tw/%e7%94%9f%e8%bc%94%e7%b5%84%e9%a6%96%e9%a0%81/%e5%90%84%e9%a0%85%e7%8d%8e%e5%8a%a9%e5%ad%b8%e6%8e%aa%e6%96%bd%e7%b8%bd%e8%a1%a8/"
Q146,十一、新生成長常見問題,新生始業式一定要參加嗎?,新生始業式為學校重大集會，非特殊天然災害或重大事故原因停辦(如風災、地震、疫情或家庭變故等)影響，新生皆應參加，藉以瞭解學校課業學習及生活規範等重要通知。115學年度新生始業式為115年9月9日及10日分四梯次辦理，詳細資訊公告在新生專區，敬請詳細閱讀並準時出席。,,十一、新生成長常見問題 待分派 115 學年度新生始業輔導活動行程表
Q147,十一、新生成長常見問題,甚麼時候可以領學生證?去哪裡領？,"大學部一年級新生：開學後由班代至教務處統一領取。
研究所新生及轉學生：開學後請持個人證件至教務處領取。
學位境外新生：外國學生/僑生/港澳生/陸生完成入學報到手續後統一製作，請於開學（或報到）後兩週內至教務處領取（可持個人證件親領，或委由班代代領）。
提醒：若未完成報到（含未繳交學歷證件及學籍記載表）或未繳費，將暫無法領取學生證。",https://drive.google.com/file/d/1M3o6OQO8UBjIh8RfQzwYlgMlJOyUE7Z3/view,十一、新生成長常見問題 教務處 待分派
Q148,十一、新生成長常見問題,學校宿舍錯過申請時間還能申請嗎?,請電洽宿管中心02-2236-8225分機8076、31107。,,十一、新生成長常見問題 學務處 待分派
Q149,十一、新生成長常見問題,健康檢查一定要做嗎？沒有參加到學校的健康檢查怎麼辦？,"*依據教育部頒定之「學校衛生法」、「學生健康檢查實施辦法」規定，學校應建立學生健康管理制度，定期辦理學生健康檢查。
*依據本校學校衛生保健法辦法第三條規定：「本校入(復)學第一及第三年應於規定日期接受健康檢查」。115/9/16、9/17、9/19、9/20當日若無法到校健康檢查者，可先至網頁下載<學生健康資料卡>至公私立醫院，依教育部規定項目健康檢查(學生兼職打工之一般勞工體檢報告不適用)，並於<115/9/30前>交至衛保組。",,十一、新生成長常見問題 待分派
Q151,十二、其他常見問題,校內打工資訊在哪裡？,同學可時常進入山洞口系統（校內工讀/實習平台）瀏覽，各行政單位、圖書館或各系的工讀生徵才資訊。,,十二、其他常見問題 待分派
Q152,十二、其他常見問題,校園Wi-Fi如何登入？,"使用校園wifi要先連接學校網路(tsunami、SHU、SHU_AX、宿舍網路)， 將[隨機MAC]設定更改為[使用裝置MAC]，再連至 https://flow.shu.edu.tw/register/ 世新大學校內/跨校漫遊 無線網路認證暨註冊系統，進行註冊或認證。
設定細節視使用裝置而定，如手機、筆電，敬請上圖資處網站上查詢：
校園無線網路使用及註冊：
https://cc.web.shu.edu.tw/ccnetwork/
網路問題FAQ：
https://cc.web.shu.edu.tw/ccfaq/#network",,"十二、其他常見問題 圖資處 已完成 【圖資處網站說明】
校園無線網路使用及註冊：
https://cc.web.shu.edu.tw/ccnetwork/
網路問題FAQ：
https://cc.web.shu.edu.tw/ccfaq/#network"
Q153,十二、其他常見問題,忘記密碼怎麼辦？,"忘記密碼可依以下步驟處理：
前往圖資處網站「密碼專區」(​https://cc.web.shu.edu.tw/s1)
忘記密碼以及帳號問題的相關說明：使用「忘記密碼」功能重設
首先確認您要重設的系統帳號類型（例如「山洞口登入」帳號或微軟 Live 信箱）。
學校主要帳號（山洞口），請透過密碼專區說明操作。
如果是微軟 Live 信箱，請依頁面指示選擇【忘記密碼】進行重設。
首次登入或重設後，請立即更改預設密碼。請設定強度高的密碼：至少包含大小寫字母、數字與符號​。
若遇到登入問題仍無法解決，建議將截圖與問題內容寄至 ​lis@mail.shu.edu.tw​ 尋求協助​。",,"十二、其他常見問題 圖資處 已完成 【圖資處網站說明】
「密碼專區」(​https://cc.web.shu.edu.tw/s1)"
Q154,十二、其他常見問題,校園系統無法登入怎麼處理？,"遇到校園系統（如「山洞口」、教務系統或其他校內系統）無法登入時，可以依下列步驟檢查與處理：
1. 確認帳號與密碼是否正確
大部分校務系統已整合「山洞口單一登入」平台，一組帳密即可進入多項服務。
忘記密碼或帳號問題，請參考圖資處網站的【​密碼專區​】(​https://cc.web.shu.edu.tw/s1)，裡面有首次登入、忘記密碼及 Gmail/微軟帳號指引​。
2. 檢查第一次登入或初始密碼
新生或新進教職員請依預設密碼規則登入並立即更改。
如果舊有帳號沿用仍登入不了，建議重設密碼後再試​。
3. 無法登入的常見原因與解決方式
輸入錯誤或帳號鎖定 → 先檢查大小寫及輸入法狀態，必要時重設密碼。
網路異常或VPN需求 → 校外登入部分資源（電子書、資料庫）需先設定 VPN。
若仍無法登入且畫面顯示異常，請將錯誤訊息截圖，並寄信至 ​lis@mail.shu.edu.tw​ 尋求協助​。
4. 緊急協助方式
攜身分證件至世界大樓 4F W402圖資處辦公室現場辦理。
或聯絡圖資處服務信箱，信件請說明您的姓名、學號與問題詳情。
若您需要重設密碼，請立即登入【山洞口 → 個人項目 → 山洞口密碼變更】完成設定，以確保帳號安全。",,"十二、其他常見問題 圖資處 已完成 【圖資處網站說明】
「密碼專區」(​https://cc.web.shu.edu.tw/s1)"
Q155,十二、其他常見問題,進修學制晚上上課，系辦有開嗎? 有問題要找誰?,系辦辦公時間依學校規定辦理，晚間若系辦未開放，可先透過Email或其他聯絡方式洽詢；課程相關問題可優先詢問授課老師。,,十二、其他常見問題 院系所 待分派
Q156,十二、其他常見問題,延修生學雜費如何計算？,詳細請參考本校會計室網頁公告之「學雜費收費標準表」,,"十二、其他常見問題 待分派 世新大學會計室
https://sites.google.com/a/mail.shu.edu.tw/shi-xin-da-xue-jiao-fei-zi-xun-wang/"
Q157,十二、其他常見問題,學雜費要怎麼繳費？,上網列印繳費單後，除可直接線上轉帳、線上信用卡繳費，亦可至郵局等金融機構及超商繳交。,,"十二、其他常見問題 待分派 世新大學出納組
https://sites.google.com/a/mail.shu.edu.tw/shi-xin-da-xue-jiao-fei-zi-xun-wang/"
Q158,十二、其他常見問題,就學貸款怎麼申請？,"申請就學貸款請先上學務處生輔組網頁的就學貸款專區，依網頁公告的須知、懶人包、操作流程說明辦理。
簡易步驟說明如下：(學校山洞口→台北富邦銀行→學校山洞口)
步驟一：進入學校山洞口網頁「學生事務資訊系統(學生) →學務資料填寫/申請(學生)」先勾選資料傳輸同意書→確認項目與金額後按送出。
步驟二：15分鐘後到台北富邦銀行就學貸款專區註冊會員進行新辦分行對保或辦理線上簽約對保或銀行線上續貸程序；在銀行網站上再次確認所需貸款金額送出→拿到「撥款通知書」電子檔。
步驟三： 請收到「撥款通知書」電子檔後，等待1小時後再次進入學校山洞口網頁→學生事務資訊系統(學生) →上傳撥款通知書檔案 (※無須繳(寄)紙本)。",,十二、其他常見問題 學務處 待分派
Q159,十二、其他常見問題,就學貸款辦完了又被催繳其他費用(xx實習費)，還能再補貸嗎？,語言教室使用費及住宿保證金為不可貸款項目，請於申貸所有程序完成後另行下載繳費單繳交；若為電腦及網路通訊使用費可於就貸開辦時間內申請。,,十二、其他常見問題 學務處 待分派
Q160,十二、其他常見問題,我在學期中休學能退費嗎？怎麼退？,請參考本校會計室網頁公告之「休退學退費標準表」,https://account.web.shu.edu.tw/,十二、其他常見問題 教務處 待分派
Q161,十二、其他常見問題,延畢費用怎麼計算？,延畢時，學雜費主要會依當學期所選修之學分數為區分，9學分以下以學分費為主，另加基本雜費等，10學分以上則以全額學雜費為主，詳請參考本校會計室網頁公告之「學雜費收費標準表」,,"十二、其他常見問題 教務處 待分派 世新大學會計室
https://sites.google.com/a/mail.shu.edu.tw/shi-xin-da-xue-jiao-fei-zi-xun-wang/"
Q162,十二、其他常見問題,學校圖書館書為什麼這麼少？,"學校圖書館書為什麼這麼少？        學校圖書館館藏資源非常豐富哦！請參閱館藏現況統計( https://lib.shu.edu.tw/store/ )。此外，學校強化數位資源，提供多種電子書平台、線上資料庫、電子期刊，還有館際合作服務，能借閱其他學校的館藏( https://lib.shu.edu.tw/co-borrowindex/ )！如果找不到需要的書，可以利用「圖書薦購」服務！

薦購圖書流程
1.確認館藏：先上圖書館系統檢索，確認該書籍目前是否已有館藏。
2.填寫薦購表單：如果圖書館沒有收藏，可以填寫「圖書薦購單」( https://docs.google.com/forms/d/e/1FAIpQLSfsTeqEPJecDqXsJLoeqbLW9YMn2byK-090jhaZLNMrrQTK-g/viewform )。
3.圖書採購與審核：推薦圖書將進入年度採購流程，依教學、學習需求進行評估與採購安排。",https://lib.shu.edu.tw/faq/,十二、其他常見問題 圖資處 已完成
Q163,十二、其他常見問題,期刊資料庫怎麼用？,"校外查詢-請設定VPN 查詢或【軟體雲】桌面連線，校內-請利用學校wifi，可在個人電腦、手機或平板查詢。
(1)進入圖書館首頁，點選「資料庫檢索」，選擇單位、身分選單，電子期刊、資料庫等數位資源，可從「常用資源」入手，例如中文學術期刊資料庫、中國期刊數據庫-CNKI、Academic Search Premier 綜合學科資料庫等；Communication & Mass Media Complete 大眾傳播學全文資料庫、Emerald Insight 電子期刊、JSTOR 電子期刊等；
(2)進入圖書館首頁，點選「電子書」，可選擇HyRead 電子書、udn 讀書館、書紐(iRead華藝)、元照等電子書平台。",https://lib.shu.edu.tw/faq2/,十二、其他常見問題 圖資處 已完成
Q164,十二、其他常見問題,找不到人幫我辦理休學怎麼辦？,"若因故無法自行前來辦理休學手續，請務必掌握以下原則：
1.休學申請仍須由本人或委託人依正式程序辦理，並無「找不到人就不用辦」的例外。若確實無法親自到校，請儘速填具委託書，委託家人、同學或其他信任之人代為送件。
2.請主動、儘早聯繫學系辦公室或教務處註冊課務組說明狀況，並非等到期限前才緊急處理。承辦單位將依個案狀況，協助確認是否有其他可行的申請方式；惟休學申請有明確時間限制，逾期將無法受理，責任由學生自行負擔。

提醒：辦理休學是學生本人的權利與責任，若因拖延未儘早處理導致逾期，將可能被視為「休學逾期未復學」、「逾期未註冊」或影響學籍狀態，請務必提早規劃並主動聯繫承辦單位。",https://oaa.web.shu.edu.tw/%e8%a8%bb%e5%86%8a%e8%aa%b2%e5%8b%99/%e8%a8%bb%e5%86%8a%e7%b5%84-%e5%9c%a8%e6%a0%a1%e7%94%9f%e7%94%b3%e8%ab%8b%e4%bd%9c%e6%a5%ad%e7%a8%8b%e5%ba%8f,十二、其他常見問題 教務處 待分派
Q165,十二、其他常見問題,在校內弄丟東西怎麼辦？,校內物品遺失可先行詢問場館維護單位(如圖書館管理人員)或課後場地清潔維護人員，亦可至學務處生輔組查詢物品是否遭人拾獲送至生輔組。,,十二、其他常見問題 學務處 待分派
Q166,十二、其他常見問題,我都用自己的行動網路也沒有選電腦課，可以不要繳那個很貴的「電腦及網路通訊使用費」嗎？,"電腦及網路通訊使用費不是只針對「是否使用學校 Wi-Fi」或「是否有選電腦課」收取，而是用於支應學生在學期間可使用的整體資通訊服務，包括校園網路、學生資訊系統、學習平台、教學軟體、資安防護、VPN、VDI／雲端電腦服務、電腦教室設備及相關維護等。

本校收費方式已區分「有使用電腦專業教室課程」與「未使用電腦專業教室課程」。沒有修習使用電腦專業教室課程的同學，適用較低的收費標準，主要就是考量學生使用程度不同，避免全部學生都用同一標準收費。",,十二、其他常見問題 圖資處 待分派
Q168,十二、其他常見問題,(老師助理)我要怎麼核銷？被退單怎麼辦？公文怎麼寫？,教學實踐研究計畫助理之經費核銷及退件處理事宜，請參閱【核銷說明】：https://reurl.cc/5X4KLv,,十二、其他常見問題 待分派
Q169,十二、其他常見問題,老師要我找辦公室印講義(或是替換成各種疑難雜症：老師要我問辦公室),基於學校朝向無紙化之作業節能措施，可請老師將授課講義上傳至TronClass教學平台，除上課講授外，亦可由學生逕行下載及印出使用。,,十二、其他常見問題 教務處註冊課務組 待分派
Q170,十二、其他常見問題,我要怎麼提霸凌/性平事件申訴？,霸凌案件申訴學生可於上班時間撥打專線：(02)2236-5243進行申訴或逕自生輔組洽詢。依防治準則規範校內教職員知悉應主動通報生輔組承辦。,,十二、其他常見問題 學務處 待分派
Q171,十二、其他常見問題,學位口試校外委員有車馬費嗎？為什麼沒有？,依照本校研究生學位考試費用支給標準及原則，口委僅支領口試費，無車馬費。,,十二、其他常見問題 教務處註冊課務組 待分派 世新大學研究生論文指導費及學位考試費用支給標準
Q172,十二、其他常見問題,學校網路那麼慢、又沒有常態性開放電腦教室供學生使用，為什麼「電腦及網路通訊使用費」費用這麼高?,"電腦及網路通訊使用費並不是單一的 Wi-Fi 連線費，也不只是電腦教室使用費，而是支應整體學生學習所需的資通訊服務，例如校園網路、學生資訊系統、學習平台、教學軟體、資安防護、VPN、VDI／雲端電腦服務、電腦教室設備更新及維護等。

收費上也已依使用差異分級：有修習使用電腦專業教室課程者，因使用電腦教室設備、專業軟體及相關維護資源，收費較高；未使用電腦專業教室者，收費較低。

網路速度及電腦教室開放方式，學校會持續檢討改善。建議提供具體地點、時間、使用設備、連線方式及問題畫面，圖資處才能判斷是無線基地台訊號、尖峰負載、認證問題、設備問題或特定區域網路問題，並據以改善。",,十二、其他常見問題 圖資處 待分派
TICKET-T-20260901-0003,其他,宿舍房間發現漏水，晚上要聯絡哪個單位？,請聯絡 學務處住宿服務組 電話是0912 345-678,,其他 學務處住宿服務組 工單回覆 已解決
